source,source_id,source_url,name,operator_raw,lat,lon,address,city,state,postcode,status_raw,year_built,building_levels,footprint_sqm,geometry_wkt,clli,website,pdb_net_count,pdb_ix_count,pdb_carrier_count,campus_raw,raw_json,footprint_sqft,facility_class,exclusion_rule,operator,operator_confidence,facility_id,source_list,n_sources,n_generator_units
osm,way/472954201,https://www.openstreetmap.org/way/472954201,AT&T,,34.57998399265729,-118.11402444850253,901 East Palmdale Boulevard,Palmdale,CA,93550,,1974.0,,1615.460248309137,"POLYGON ((-118.1138733 34.5802358, -118.1138722 34.5799851, -118.1138311 34.5799852, -118.1138307 34.579902, -118.1138657 34.5799019, -118.1138656 34.5798714, -118.1138755 34.5798713, -118.1138751 34.5797695, -118.1139022 34.5797694, -118.113902 34.5797296, -118.1141116 34.579729, -118.1141115 34.5797211, -118.1141685 34.579721, -118.1141689 34.5797949, -118.1141819 34.5797949, -118.1141838 34.5802348, -118.1138733 34.5802358))",,,,,,,"{""addr:city"": ""Palmdale"", ""addr:housenumber"": ""901"", ""addr:postcode"": ""93550"", ""addr:state"": ""CA"", ""addr:street"": ""East Palmdale Boulevard"", ""building"": ""yes"", ""building:units"": ""1"", ""lacounty:ain"": ""3008036806"", ""lacounty:bld_id"": ""PLM26408"", ""name"": ""AT&T"", ""start_date"": ""1974"", ""telecom"": ""data_center""}",17388.669394555192,telecom,telecom_central_office,AT&T,alias,,,,
osm,way/531709017,https://www.openstreetmap.org/way/531709017,AT&T Center,American Telephone & Telegraph,32.74757512703155,-117.1589480422371,650 Robinson Avenue,San Diego,CA,92103,,,,8260.073074086511,"POLYGON ((-117.1593895 32.7479923, -117.1593869 32.7470882, -117.1590613 32.7470914, -117.1590612 32.7471501, -117.1589037 32.7471477, -117.1589037 32.7471586, -117.1586835 32.7471573, -117.1586826 32.7470561, -117.1585181 32.7470581, -117.158526 32.7479961, -117.1587915 32.7479955, -117.1587922 32.7482526, -117.1589391 32.7482495, -117.1589403 32.7479994, -117.1590067 32.7479974, -117.1590077 32.7480489, -117.1590623 32.7480495, -117.159062 32.7479533, -117.1593188 32.7479479, -117.1593185 32.7479945, -117.1593895 32.7479923))",,,,,,,"{""addr:city"": ""San Diego"", ""addr:housenumber"": ""650"", ""addr:postcode"": ""92103"", ""addr:state"": ""CA"", ""addr:street"": ""Robinson Avenue"", ""building"": ""industrial"", ""name"": ""AT&T Center"", ""opening_hours"": ""24/7"", ""operator"": ""American Telephone & Telegraph"", ""telecom"": ""data_center""}",88910.68660494329,telecom,telecom_central_office,AT&T,alias,,,,
osm,way/1296163129,https://www.openstreetmap.org/way/1296163129,Modesto Junior College West Data Center,Yosemite Community College District,37.665147373999105,-121.04003747173704,,,,,,,,559.0659974482425,"POLYGON ((-121.0401998 37.6652221, -121.0401994 37.6651751, -121.0402175 37.665175, -121.0402168 37.6651039, -121.0401973 37.6651041, -121.0401968 37.665061, -121.040083 37.6650617, -121.0400829 37.6650497, -121.0399971 37.6650503, -121.0399972 37.6650617, -121.0399135 37.6650623, -121.039914 37.6651028, -121.0398666 37.6651031, -121.0398674 37.665177, -121.0398493 37.6651772, -121.0398498 37.6652303, -121.0399913 37.6652293, -121.0399914 37.6652397, -121.0400133 37.6652396, -121.0400831 37.6652391, -121.0400829 37.6652229, -121.0401998 37.6652221))",,,,,,,"{""building"": ""yes"", ""name"": ""Modesto Junior College West Data Center"", ""operator"": ""Yosemite Community College District"", ""telecom"": ""data_center""}",6017.736313561348,unknown,education_facility,Yosemite Community College District,unresolved,,,,
peeringdb,16564,https://www.peeringdb.com/fac/16564,QTS Charlotte (CTL1),"QTS Realty Trust, Inc.",35.035376,-81.104511,2143 Hands Mill Hwy,York,South Carolina,29745,,,,,,,https://qtsdatacenters.com/data-centers/york/,0.0,0.0,0.0,,"{""aka"": """", ""available_voltage_services"": [], ""campus_id"": null, ""carrier_count"": 0, ""diverse_serving_substations"": null, ""id"": 16564, ""ix_count"": 0, ""name"": ""QTS Charlotte (CTL1)"", ""net_count"": 0, ""org_id"": 13077, ""org_name"": ""QTS Realty Trust, Inc."", ""property"": """"}",,wholesale,outside_california,QTS,alias,,,,
peeringdb,16608,https://www.peeringdb.com/fac/16608,AceHost Durham,AceHost,35.895741,-78.849173,4518 S. Miami Blvd.,Durham,North Carolina,27703,,,,,,,https://www.acehost.com/raleigh-durham-data-center.php,0.0,0.0,0.0,,"{""aka"": """", ""available_voltage_services"": [], ""campus_id"": null, ""carrier_count"": 0, ""diverse_serving_substations"": null, ""id"": 16608, ""ix_count"": 0, ""name"": ""AceHost Durham"", ""net_count"": 0, ""org_id"": 28534, ""org_name"": ""AceHost"", ""property"": """"}",,unknown,outside_california,AceHost,unresolved,,,,
peeringdb,16624,https://www.peeringdb.com/fac/16624,Cogent Fairfax,"Cogent Communications, Inc.",32.963731,-81.236142,831 North Hampton Avenue,Fairfax,South Carolina,29287,,,,,,,https://www.cogentco.com/en/cogent-fairfax-sc,1.0,0.0,0.0,,"{""aka"": """", ""available_voltage_services"": [], ""campus_id"": null, ""carrier_count"": 0, ""diverse_serving_substations"": null, ""id"": 16624, ""ix_count"": 0, ""name"": ""Cogent Fairfax"", ""net_count"": 1, ""org_id"": 365, ""org_name"": ""Cogent Communications, Inc."", ""property"": null}",,unknown,outside_california,"Cogent Communications, Inc.",unresolved,,,,
epa_nei,16058111,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=16058111,MECHANICS BANK,MECHANICS BANK,38.020162,-122.27655,725 ALFRED NOBEL DR,HERCULES,CA,94547,,,,,,,,,,,,"{""eis_facility_id"": ""16058111"", ""n_units"": 1, ""primary_naics"": ""541513""}",,unknown,enterprise_self_operated,MECHANICS BANK,unresolved,,,,
epa_nei,13528811,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=13528811,VERIZON WIRELESS - ROCKLIN MTSO,VERIZON WIRELESS - ROCKLIN MTSO,38.82335,-121.30501,135 CYBER CT,ROCKLIN,CA,95648,,,,,,,,,,,,"{""eis_facility_id"": ""13528811"", ""n_units"": 1, ""primary_naics"": ""541513""}",,telecom,telecom_central_office,Verizon,alias_token,,,,
epa_nei,14168811,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=14168811,CISCO SYSTEMS INC,CISCO SYSTEMS INC,37.410948,-121.957519,325 E TASMAN DR  BLDG 5,SAN JOSE,CA,95134,,,,,,,,,,,,"{""eis_facility_id"": ""14168811"", ""n_units"": 2, ""primary_naics"": ""541513""}",,unknown,enterprise_self_operated,CISCO SYSTEMS INC,unresolved,,,,
epa_nei,13805011,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=13805011,SUTTER HEALTH ENTERPRISE DATA CENTER DBA PALO ALTO MEDICAL F,PALO ALTO MEDICAL FOUNDATION,37.374262,-122.015425,139 KIFER COURT,SUNNYVALE,CA,94086,,,,,,,,,,,,"{""eis_facility_id"": ""13805011"", ""n_units"": 4, ""primary_naics"": ""541513""}",,unknown,healthcare_facility,PALO ALTO MEDICAL FOUNDATION,unresolved,,,,
epa_nei,15733211,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=15733211,KAISER PERMANENTE WALNUT CREEK DATA CENTER,KAISER PERMANENTE WALNUT CREEK DATA CENTER,37.9264,-122.018707,25 N VIA MONTE,WALNUT CREEK,CA,94598,,,,,,,,,,,,"{""eis_facility_id"": ""15733211"", ""n_units"": 5, ""primary_naics"": ""518210""}",,unknown,healthcare_facility,KAISER PERMANENTE WALNUT CREEK DATA CENTER,unresolved,,,,
epa_nei,14129311,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=14129311,LEVEL 3 COMMUNICATIONS LLC,LEVEL 3 COMMUNICATIONS LLC,38.019757,-121.935791,487 CANAL STREET,PITTSBURG,CA,94565,,,,,,,,,,,,"{""eis_facility_id"": ""14129311"", ""n_units"": 1, ""primary_naics"": ""518210""}",,telecom,telecom_central_office,Lumen Technologies,alias_token,,,,
epa_nei,18562311,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=18562311,"JAMESTOWN CONCORD TECH BLDG C/O SRP MGMT, INC","JAMESTOWN CONCORD TECH BLDG C/O SRP MGMT, INC",37.971254,-122.030326,2000 CLAYTON ROAD,CONCORD,CA,94520,,,,,,,,,,,,"{""eis_facility_id"": ""18562311"", ""n_units"": 9, ""primary_naics"": ""518210""}",,unknown,enterprise_self_operated,Unattributed (property SPV),unattributed,,,,
epa_nei,81411,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=81411,PACIFIC BELL,PACIFIC BELL,37.769,-121.96141,2600 CAMINO RAMON,SAN RAMON,CA,94583,,,,,,,,,,,,"{""eis_facility_id"": ""81411"", ""n_units"": 1, ""primary_naics"": ""518210""}",,telecom,telecom_central_office,AT&T,alias,,,,
epa_nei,13782511,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=13782511,VERIZON BUSINESS - HAWDCA,VERIZON BUSINESS - HAWDCA,37.648305,-122.135903,21350 CABOT BLVD,HAYWARD,CA,94545,,,,,,,,,,,,"{""eis_facility_id"": ""13782511"", ""n_units"": 4, ""primary_naics"": ""518210""}",,telecom,telecom_central_office,Verizon,alias_token,,,,
epa_nei,14287111,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=14287111,LEVEL 3 COMMUNICATIONS LLC,LEVEL 3 COMMUNICATIONS LLC,37.804339,-122.271947,1330 BROADWAY,OAKLAND,CA,94612,,,,,,,,,,,,"{""eis_facility_id"": ""14287111"", ""n_units"": 1, ""primary_naics"": ""518210""}",,telecom,telecom_central_office,Lumen Technologies,alias_token,,,,
epa_nei,10512911,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=10512911,LEVEL 3 COMMUNICATIONS INC,LEVEL 3 COMMUNICATIONS INC,37.836178,-122.287556,5000 HOLLIS STREET,EMERYVILLE,CA,94608,,,,,,,,,,,,"{""eis_facility_id"": ""10512911"", ""n_units"": 3, ""primary_naics"": ""518210""}",,telecom,telecom_central_office,Lumen Technologies,alias_token,,,,
epa_nei,16014011,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=16014011,KAISER PERMANENTE,KAISER PERMANENTE,37.699073,-121.899738,5840 OWENS DRIVE,PLEASANTON,CA,94588,,,,,,,,,,,,"{""eis_facility_id"": ""16014011"", ""n_units"": 3, ""primary_naics"": ""518210""}",,unknown,healthcare_facility,KAISER PERMANENTE,unresolved,,,,
epa_nei,1560911,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=1560911,DAVID GRANT MEDICAL CENTER,DAVID GRANT MEDICAL CENTER,38.270014,-121.963802,101 BODIN CIRCLE,TRAVIS AFB,CA,94535,,,,,,,,,,,,"{""eis_facility_id"": ""1560911"", ""n_units"": 9, ""primary_naics"": ""518210""}",,unknown,healthcare_facility,DAVID GRANT MEDICAL CENTER,unresolved,,,,
epa_nei,2094311,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=2094311,PACIFIC BELL,PACIFIC BELL,38.233857,-122.070347,2525 N WATNEY WAY,FAIRFIELD,CA,94533,,,,,,,,,,,,"{""eis_facility_id"": ""2094311"", ""n_units"": 9, ""primary_naics"": ""518210""}",,telecom,telecom_central_office,AT&T,alias,,,,
epa_nei,14316511,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=14316511,"SOMO VILLAGE COMMERCIAL, LLC","SOMO VILLAGE COMMERCIAL, LLC",38.321379,-122.677073,1400 VALLEY HOUSE DRIVE,ROHNERT PARK,CA,94928,,,,,,,,,,,,"{""eis_facility_id"": ""14316511"", ""n_units"": 5, ""primary_naics"": ""518210""}",,unknown,enterprise_self_operated,Unattributed (property SPV),unattributed,,,,
epa_nei,15752911,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=15752911,USPS SAN MATEO INFORMATION TECHNOLOGY AND ACCT SVC,USPS SAN MATEO INFORMATION TECHNOLOGY AND ACCT SVC,37.536346,-122.32296,2700 CAMPUS DRIVE,SAN MATEO,CA,94497,,,,,,,,,,,,"{""eis_facility_id"": ""15752911"", ""n_units"": 4, ""primary_naics"": ""518210""}",,unknown,government_non_commercial,USPS SAN MATEO INFORMATION TECHNOLOGY AND ACCT SVC,unresolved,,,,
epa_nei,18595311,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=18595311,"ALEXANDRIA REAL ESTATE EQUITIES, INC","ALEXANDRIA REAL ESTATE EQUITIES, INC",37.654014,-122.395762,249 E GRAND AVENUE,SOUTH SAN FRANCISCO,CA,94080,,,,,,,,,,,,"{""eis_facility_id"": ""18595311"", ""n_units"": 1, ""primary_naics"": ""518210""}",,unknown,enterprise_self_operated,"ALEXANDRIA REAL ESTATE EQUITIES, INC",unresolved,,,,
epa_nei,14175311,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=14175311,AT&T CORPORATION,AT&T CORPORATION,37.479474,-122.199469,3175 SPRING STREET,REDWOOD CITY,CA,94063,,,,,,,,,,,,"{""eis_facility_id"": ""14175311"", ""n_units"": 5, ""primary_naics"": ""518210""}",,telecom,telecom_central_office,AT&T,alias,,,,
epa_nei,10490011,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=10490011,DIGITAL PATH/2X WIRELESS,DIGITAL PATH/2X WIRELESS,39.802,-121.851,4065 MARAUDER STREET,CHICO,CA,95973,,,,,,,,,,,,"{""eis_facility_id"": ""10490011"", ""n_units"": 1, ""primary_naics"": ""518210""}",,unknown,enterprise_self_operated,Digital Realty,alias_token,,,,
epa_nei,14342911,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=14342911,TRI COUNTIES BANK OPERATIONS CENTER,TRI COUNTIES BANK,39.798215,-121.850817,890 FORTRESS ST,CHICO,CA,95973,,,,,,,,,,,,"{""eis_facility_id"": ""14342911"", ""n_units"": 1, ""primary_naics"": ""518210""}",,unknown,enterprise_self_operated,TRI COUNTIES BANK,unresolved,,,,
epa_nei,18549411,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=18549411,SLATER LAND DIGITAL PATH,SLATER LAND,39.799221,-121.851396,275 AIRPARK BLVD CELL TOWER,CHICO,CA,95973,,,,,,,,,,,,"{""eis_facility_id"": ""18549411"", ""n_units"": 1, ""primary_naics"": ""518210""}",,unknown,enterprise_self_operated,SLATER LAND,unresolved,,,,
epa_nei,19302211,https://enviro.epa.gov/enviro/efsystemquery.frs_program?fac_search=facility_id&fac_value=19302211,TRI COUNTIES BANK,TRI COUNTIES BANK,39.77222,-121.87608,63 CONSTITUTION DR,CHICO,CA,95973,,,,,,,,,,,,"{""eis_facility_id"": ""19302211"", ""n_units"": 1, ""primary_naics"": ""518210""}",,unknown,enterprise_self_operated,TRI COUNTIES BANK,unresolved,,,,
